recruitment_id,employee_id,hiring_source,recruiter_name,time_to_hire_days,interview_rounds,hiring_cost,offer_accepted
REC01488,EMP01488,LinkedIn,Tanu Kapoor,56,2,21539,1
REC01489,EMP01489,Naukri,Vikash Gupta,22,3,15907,1
REC01490,EMP01490,Naukri,Meenakshi Iyer,45,2,16314,1
REC01491,EMP01491,Naukri,Suresh Pillai,33,3,17232,1
REC01492,EMP01492,Employee Referral,Vikash Gupta,25,5,8885,1
REC01493,EMP01493,Consultancy,Sunita Arora,9,3,60831,0
REC01494,EMP01494,Campus Hiring,Pooja Sharma,10,3,11945,1
REC01495,EMP01495,Naukri,Pooja Sharma,23,1,15878,1
REC01496,EMP01496,Naukri,Amit Joshi,25,3,11964,1
REC01497,EMP01497,Naukri,Vikash Gupta,47,4,7805,1
REC01498,EMP01498,Employee Referral,Tanu Kapoor,14,4,6666,1
REC01499,EMP01499,LinkedIn,Pooja Sharma,18,2,16739,1
REC01500,EMP01500,Naukri,Tanu Kapoor,42,5,7089,1
REC01501,EMP01501,Employee Referral,Pooja Sharma,12,5,6722,1
REC01502,EMP01502,Indeed,Meenakshi Iyer,36,4,12730,1
REC01503,EMP01503,Consultancy,Rajan Mehta,49,2,77224,1
REC01504,EMP01504,Naukri,Meenakshi Iyer,11,5,17273,1
REC01505,EMP01505,Consultancy,Sunita Arora,26,4,39535,1
REC01506,EMP01506,Consultancy,Pooja Sharma,9,3,70256,1
REC01507,EMP01507,Naukri,Sunita Arora,58,1,19220,1
REC01508,EMP01508,Employee Referral,Amit Joshi,11,3,6138,0
REC01509,EMP01509,Indeed,Kavya Reddy,52,2,6598,1
REC01510,EMP01510,LinkedIn,Suresh Pillai,21,1,11595,0
REC01511,EMP01511,Campus Hiring,Tanu Kapoor,31,4,12258,1
REC01512,EMP01512,Campus Hiring,Rajan Mehta,10,2,14941,1
REC01513,EMP01513,Naukri,Suresh Pillai,59,1,7499,1
REC01514,EMP01514,LinkedIn,Pooja Sharma,57,3,9927,1
REC01515,EMP01515,Consultancy,Rajan Mehta,26,5,30126,1
REC01516,EMP01516,Naukri,Suresh Pillai,33,5,7310,1
REC01517,EMP01517,Indeed,Kavya Reddy,35,4,15160,1
REC01518,EMP01518,Naukri,Sunita Arora,31,4,17142,1
REC01519,EMP01519,Naukri,Pooja Sharma,44,4,18969,1
REC01520,EMP01520,Indeed,Sunita Arora,41,1,8731,1
REC01521,EMP01521,Indeed,Suresh Pillai,20,1,11286,0
REC01522,EMP01522,LinkedIn,Pradeep Nair,28,5,22990,1
REC01523,EMP01523,Indeed,Sunita Arora,39,1,5481,1
REC01524,EMP01524,LinkedIn,Pooja Sharma,47,3,23037,1
REC01525,EMP01525,LinkedIn,Amit Joshi,21,2,24936,1
REC01526,EMP01526,Naukri,Suresh Pillai,34,1,12685,1
REC01527,EMP01527,LinkedIn,Vikash Gupta,37,1,10581,1
REC01528,EMP01528,Employee Referral,Pradeep Nair,28,5,3217,0
REC01529,EMP01529,Employee Referral,Suresh Pillai,40,2,5225,1
REC01530,EMP01530,LinkedIn,Rajan Mehta,20,5,8385,1
REC01531,EMP01531,Indeed,Pradeep Nair,19,1,14976,1
REC01532,EMP01532,Employee Referral,Pradeep Nair,32,5,4826,1
REC01533,EMP01533,LinkedIn,Pooja Sharma,13,1,8618,1
REC01534,EMP01534,Employee Referral,Sunita Arora,43,2,5577,1
REC01535,EMP01535,LinkedIn,Amit Joshi,50,4,22219,0
REC01536,EMP01536,LinkedIn,Pradeep Nair,50,5,23545,0
REC01537,EMP01537,LinkedIn,Pooja Sharma,32,5,10014,0
REC01538,EMP01538,LinkedIn,Pooja Sharma,38,3,13335,1
REC01539,EMP01539,LinkedIn,Pradeep Nair,41,1,16322,0
REC01540,EMP01540,LinkedIn,Meenakshi Iyer,44,4,12197,1
REC01541,EMP01541,Consultancy,Sunita Arora,8,5,66792,1
REC01542,EMP01542,LinkedIn,Sunita Arora,39,5,16596,0
REC01543,EMP01543,Consultancy,Suresh Pillai,23,1,58197,1
REC01544,EMP01544,Indeed,Sunita Arora,11,2,16005,0
REC01545,EMP01545,Naukri,Tanu Kapoor,28,3,11449,1
REC01546,EMP01546,LinkedIn,Rajan Mehta,42,1,11504,1
REC01547,EMP01547,Naukri,Amit Joshi,12,3,16114,1
REC01548,EMP01548,Naukri,Meenakshi Iyer,43,3,13786,1
REC01549,EMP01549,Consultancy,Kavya Reddy,21,4,56424,0
REC01550,EMP01550,LinkedIn,Vikash Gupta,25,3,10748,1
REC01551,EMP01551,Employee Referral,Pradeep Nair,22,1,5341,1
REC01552,EMP01552,Consultancy,Pradeep Nair,28,2,32489,1
REC01553,EMP01553,LinkedIn,Amit Joshi,22,2,11595,1
REC01554,EMP01554,Employee Referral,Kavya Reddy,20,4,8130,1
REC01555,EMP01555,Campus Hiring,Rajan Mehta,39,3,10264,1
REC01556,EMP01556,Naukri,Amit Joshi,53,1,18381,1
REC01557,EMP01557,Indeed,Tanu Kapoor,37,4,8916,0
REC01558,EMP01558,LinkedIn,Kavya Reddy,43,2,14597,0
REC01559,EMP01559,Employee Referral,Meenakshi Iyer,47,2,7131,1
REC01560,EMP01560,Consultancy,Pooja Sharma,60,2,61762,1
REC01561,EMP01561,Naukri,Suresh Pillai,29,1,7472,1
REC01562,EMP01562,LinkedIn,Vikash Gupta,54,5,23055,0
REC01563,EMP01563,Employee Referral,Meenakshi Iyer,60,4,8230,1
REC01564,EMP01564,Naukri,Suresh Pillai,48,1,12302,1
REC01565,EMP01565,LinkedIn,Suresh Pillai,12,1,9871,1
REC01566,EMP01566,Employee Referral,Suresh Pillai,29,5,9284,1
REC01567,EMP01567,LinkedIn,Kavya Reddy,13,3,14599,1
REC01568,EMP01568,Employee Referral,Meenakshi Iyer,48,1,4709,1
REC01569,EMP01569,Employee Referral,Sunita Arora,54,5,9261,1
REC01570,EMP01570,Indeed,Meenakshi Iyer,7,3,12533,1
REC01571,EMP01571,Consultancy,Pooja Sharma,30,4,29671,1
REC01572,EMP01572,Employee Referral,Kavya Reddy,17,5,3057,1
REC01573,EMP01573,LinkedIn,Meenakshi Iyer,59,5,9760,1
REC01574,EMP01574,Employee Referral,Suresh Pillai,52,5,3299,1
REC01575,EMP01575,Employee Referral,Rajan Mehta,41,3,4447,1
REC01576,EMP01576,Naukri,Tanu Kapoor,44,4,7438,1
REC01577,EMP01577,Indeed,Meenakshi Iyer,25,4,16528,1
REC01578,EMP01578,LinkedIn,Rajan Mehta,37,2,17366,1
REC01579,EMP01579,Employee Referral,Pradeep Nair,38,3,9103,0
REC01580,EMP01580,Employee Referral,Rajan Mehta,47,3,5727,1
REC01581,EMP01581,Employee Referral,Pooja Sharma,45,3,4118,0
REC01582,EMP01582,LinkedIn,Amit Joshi,45,5,19852,0
REC01583,EMP01583,Campus Hiring,Pradeep Nair,7,3,8884,1
REC01584,EMP01584,Campus Hiring,Vikash Gupta,44,2,12386,0
REC01585,EMP01585,Naukri,Vikash Gupta,52,5,18065,0
REC01586,EMP01586,Consultancy,Suresh Pillai,53,1,44765,1
REC01587,EMP01587,LinkedIn,Pooja Sharma,26,2,14898,1
REC01588,EMP01588,Indeed,Kavya Reddy,52,5,10096,1
REC01589,EMP01589,Naukri,Suresh Pillai,11,4,19455,1
REC01590,EMP01590,Indeed,Meenakshi Iyer,55,1,9111,1
REC01591,EMP01591,Naukri,Amit Joshi,57,4,10726,1
REC01592,EMP01592,Consultancy,Kavya Reddy,36,1,67589,1
REC01593,EMP01593,LinkedIn,Kavya Reddy,41,3,9292,1
REC01594,EMP01594,LinkedIn,Kavya Reddy,31,3,20578,1
REC01595,EMP01595,Employee Referral,Pradeep Nair,58,4,9655,1
REC01596,EMP01596,Naukri,Suresh Pillai,45,5,16611,1
REC01597,EMP01597,LinkedIn,Tanu Kapoor,45,5,9462,0
REC01598,EMP01598,Employee Referral,Vikash Gupta,49,5,3455,0
REC01599,EMP01599,Campus Hiring,Sunita Arora,47,4,12258,1
REC01600,EMP01600,Consultancy,Pradeep Nair,17,1,63323,1
REC01601,EMP01601,Naukri,Pradeep Nair,59,1,6723,1
REC01602,EMP01602,Naukri,Meenakshi Iyer,27,1,11961,0
REC01603,EMP01603,Indeed,Suresh Pillai,45,2,7124,1
REC01604,EMP01604,Consultancy,Rajan Mehta,15,1,42704,1
REC01605,EMP01605,Employee Referral,Pradeep Nair,49,1,9436,1
REC01606,EMP01606,Campus Hiring,Suresh Pillai,24,4,5172,1
REC01607,EMP01607,Campus Hiring,Meenakshi Iyer,8,5,10686,0
REC01608,EMP01608,LinkedIn,Rajan Mehta,29,1,17395,1
REC01609,EMP01609,Indeed,Kavya Reddy,24,4,10255,1
REC01610,EMP01610,LinkedIn,Suresh Pillai,15,1,13769,1
REC01611,EMP01611,Campus Hiring,Pradeep Nair,58,4,10224,1
REC01612,EMP01612,Naukri,Pradeep Nair,33,3,17479,1
REC01613,EMP01613,LinkedIn,Vikash Gupta,17,5,9484,0
REC01614,EMP01614,Consultancy,Tanu Kapoor,8,1,37143,1
REC01615,EMP01615,Consultancy,Amit Joshi,57,3,66772,1
REC01616,EMP01616,LinkedIn,Sunita Arora,39,3,12064,0
REC01617,EMP01617,Consultancy,Kavya Reddy,43,1,41144,0
REC01618,EMP01618,Campus Hiring,Pooja Sharma,12,4,11308,1
REC01619,EMP01619,Naukri,Kavya Reddy,60,1,13021,1
REC01620,EMP01620,Consultancy,Pradeep Nair,9,5,54471,1
REC01621,EMP01621,Consultancy,Meenakshi Iyer,54,3,48435,1
REC01622,EMP01622,Employee Referral,Vikash Gupta,9,5,9885,0
REC01623,EMP01623,Naukri,Pooja Sharma,31,1,8970,0
REC01624,EMP01624,Indeed,Amit Joshi,18,4,8160,1
REC01625,EMP01625,LinkedIn,Vikash Gupta,10,3,15235,1
REC01626,EMP01626,Employee Referral,Kavya Reddy,20,5,7404,1
REC01627,EMP01627,Employee Referral,Meenakshi Iyer,33,1,6068,1
REC01628,EMP01628,LinkedIn,Pradeep Nair,46,2,15257,1
REC01629,EMP01629,LinkedIn,Suresh Pillai,56,4,13385,1
REC01630,EMP01630,LinkedIn,Tanu Kapoor,49,3,13017,1
REC01631,EMP01631,Indeed,Pradeep Nair,33,2,14887,1
REC01632,EMP01632,Campus Hiring,Tanu Kapoor,14,1,8925,1
REC01633,EMP01633,Employee Referral,Tanu Kapoor,41,1,7085,1
REC01634,EMP01634,Naukri,Sunita Arora,14,5,13648,0
REC01635,EMP01635,Campus Hiring,Suresh Pillai,16,3,10459,0
REC01636,EMP01636,Consultancy,Amit Joshi,14,4,40117,0
REC01637,EMP01637,LinkedIn,Kavya Reddy,43,4,16596,1
REC01638,EMP01638,Employee Referral,Suresh Pillai,43,5,7452,1
REC01639,EMP01639,LinkedIn,Meenakshi Iyer,43,1,24500,1
REC01640,EMP01640,Consultancy,Rajan Mehta,43,1,50289,1
REC01641,EMP01641,Naukri,Sunita Arora,57,4,9671,1
REC01642,EMP01642,LinkedIn,Kavya Reddy,48,5,21992,1
REC01643,EMP01643,Naukri,Meenakshi Iyer,55,4,18229,0
REC01644,EMP01644,Campus Hiring,Pradeep Nair,31,5,13397,1
REC01645,EMP01645,Consultancy,Meenakshi Iyer,18,4,29408,1
REC01646,EMP01646,Indeed,Pradeep Nair,39,1,10129,1
REC01647,EMP01647,Naukri,Pradeep Nair,40,1,8864,1
REC01648,EMP01648,Employee Referral,Kavya Reddy,55,1,8030,0
REC01649,EMP01649,LinkedIn,Vikash Gupta,28,1,19070,0
REC01650,EMP01650,Naukri,Sunita Arora,24,3,11378,1
REC01651,EMP01651,Campus Hiring,Tanu Kapoor,31,1,14791,0
REC01652,EMP01652,Employee Referral,Meenakshi Iyer,54,2,5570,1
REC01653,EMP01653,Consultancy,Vikash Gupta,28,4,55068,0
REC01654,EMP01654,Consultancy,Rajan Mehta,59,5,25000,1
REC01655,EMP01655,Naukri,Rajan Mehta,32,1,19266,1
REC01656,EMP01656,Employee Referral,Vikash Gupta,39,5,8397,1
REC01657,EMP01657,Consultancy,Tanu Kapoor,9,3,79837,0
REC01658,EMP01658,Employee Referral,Amit Joshi,38,3,9331,1
REC01659,EMP01659,Naukri,Suresh Pillai,33,3,17133,0
REC01660,EMP01660,Naukri,Rajan Mehta,48,5,14824,1
REC01661,EMP01661,Naukri,Kavya Reddy,54,3,7591,1
REC01662,EMP01662,Indeed,Meenakshi Iyer,59,1,9834,0
REC01663,EMP01663,Naukri,Amit Joshi,57,3,8520,1
REC01664,EMP01664,LinkedIn,Pradeep Nair,27,4,10149,1
REC01665,EMP01665,Consultancy,Vikash Gupta,18,4,34432,1
REC01666,EMP01666,Naukri,Pooja Sharma,18,1,8371,1
REC01667,EMP01667,Indeed,Rajan Mehta,8,4,11769,0
REC01668,EMP01668,Consultancy,Tanu Kapoor,55,1,40146,1
REC01669,EMP01669,Naukri,Sunita Arora,39,4,8731,1
REC01670,EMP01670,LinkedIn,Amit Joshi,18,2,17386,1
REC01671,EMP01671,LinkedIn,Vikash Gupta,29,2,20156,1
REC01672,EMP01672,Naukri,Sunita Arora,13,3,18157,1
REC01673,EMP01673,Indeed,Suresh Pillai,22,5,8847,1
REC01674,EMP01674,LinkedIn,Amit Joshi,57,3,20416,1
REC01675,EMP01675,Indeed,Tanu Kapoor,54,4,10147,0
REC01676,EMP01676,Campus Hiring,Pooja Sharma,25,3,13079,0
REC01677,EMP01677,Employee Referral,Vikash Gupta,12,3,7486,1
REC01678,EMP01678,Campus Hiring,Pradeep Nair,57,3,6767,1
REC01679,EMP01679,Campus Hiring,Kavya Reddy,11,1,13988,1
REC01680,EMP01680,Indeed,Meenakshi Iyer,39,4,6120,1
REC01681,EMP01681,Naukri,Tanu Kapoor,28,3,19493,1
REC01682,EMP01682,LinkedIn,Kavya Reddy,60,2,17454,1
REC01683,EMP01683,LinkedIn,Rajan Mehta,52,1,23948,1
REC01684,EMP01684,Naukri,Amit Joshi,49,2,15541,1
REC01685,EMP01685,Indeed,Rajan Mehta,35,2,6528,0
REC01686,EMP01686,Indeed,Rajan Mehta,40,3,7417,1
REC01687,EMP01687,LinkedIn,Amit Joshi,10,1,24063,1
REC01688,EMP01688,Naukri,Amit Joshi,7,1,6583,1
REC01689,EMP01689,Naukri,Sunita Arora,49,5,13684,0
REC01690,EMP01690,Indeed,Pradeep Nair,9,4,14671,1
REC01691,EMP01691,Indeed,Rajan Mehta,20,1,15113,0
REC01692,EMP01692,Indeed,Sunita Arora,57,1,9593,1
REC01693,EMP01693,Indeed,Meenakshi Iyer,51,4,6605,1
REC01694,EMP01694,Consultancy,Suresh Pillai,12,5,48220,1
REC01695,EMP01695,Campus Hiring,Meenakshi Iyer,25,4,10041,1
REC01696,EMP01696,Employee Referral,Rajan Mehta,58,2,7068,0
REC01697,EMP01697,LinkedIn,Pradeep Nair,46,5,23683,1
REC01698,EMP01698,LinkedIn,Kavya Reddy,15,5,14688,1
REC01699,EMP01699,Indeed,Vikash Gupta,58,3,12535,0
REC01700,EMP01700,Consultancy,Meenakshi Iyer,16,1,73848,1
REC01701,EMP01701,Employee Referral,Pradeep Nair,18,5,8030,1
REC01702,EMP01702,Campus Hiring,Suresh Pillai,50,5,7638,1
REC01703,EMP01703,Consultancy,Pooja Sharma,18,2,79706,1
REC01704,EMP01704,Consultancy,Amit Joshi,60,1,68117,0
REC01705,EMP01705,Indeed,Sunita Arora,42,3,9305,1
REC01706,EMP01706,Employee Referral,Rajan Mehta,30,2,9322,1
REC01707,EMP01707,Naukri,Meenakshi Iyer,33,1,16929,1
REC01708,EMP01708,Employee Referral,Amit Joshi,59,5,5354,1
REC01709,EMP01709,Indeed,Pradeep Nair,42,5,8194,1
REC01710,EMP01710,Consultancy,Sunita Arora,25,2,39439,1
REC01711,EMP01711,Naukri,Kavya Reddy,26,2,10124,1
REC01712,EMP01712,Consultancy,Amit Joshi,44,2,55833,1
REC01713,EMP01713,LinkedIn,Amit Joshi,11,5,18973,1
REC01714,EMP01714,Campus Hiring,Amit Joshi,48,5,8578,1
REC01715,EMP01715,Naukri,Meenakshi Iyer,56,2,17204,1
REC01716,EMP01716,Consultancy,Tanu Kapoor,27,2,56605,1
REC01717,EMP01717,Naukri,Rajan Mehta,25,3,14286,1
REC01718,EMP01718,Consultancy,Suresh Pillai,45,5,66569,1
REC01719,EMP01719,Naukri,Amit Joshi,7,2,14467,1
REC01720,EMP01720,LinkedIn,Pooja Sharma,36,2,11376,1
REC01721,EMP01721,Campus Hiring,Rajan Mehta,56,5,14937,1
REC01722,EMP01722,LinkedIn,Rajan Mehta,31,4,20163,0
REC01723,EMP01723,Campus Hiring,Rajan Mehta,28,4,12015,1
REC01724,EMP01724,Naukri,Pooja Sharma,24,3,9332,0
REC01725,EMP01725,Employee Referral,Kavya Reddy,42,5,8252,1
REC01726,EMP01726,LinkedIn,Rajan Mehta,58,5,20304,1
REC01727,EMP01727,Consultancy,Tanu Kapoor,12,3,55881,1
REC01728,EMP01728,Naukri,Tanu Kapoor,49,2,10186,1
REC01729,EMP01729,LinkedIn,Suresh Pillai,60,4,23857,1
REC01730,EMP01730,LinkedIn,Meenakshi Iyer,19,1,8445,1
REC01731,EMP01731,Consultancy,Suresh Pillai,32,3,57256,1
REC01732,EMP01732,LinkedIn,Pooja Sharma,13,3,13047,1
REC01733,EMP01733,Naukri,Sunita Arora,47,3,6617,1
REC01734,EMP01734,Naukri,Pooja Sharma,13,4,7756,1
REC01735,EMP01735,Naukri,Vikash Gupta,40,4,6171,1
REC01736,EMP01736,Campus Hiring,Sunita Arora,36,5,13411,1
REC01737,EMP01737,Employee Referral,Suresh Pillai,57,2,4269,1
REC01738,EMP01738,Consultancy,Sunita Arora,48,2,66509,1
REC01739,EMP01739,Campus Hiring,Amit Joshi,14,1,9284,1
REC01740,EMP01740,Employee Referral,Rajan Mehta,40,3,8995,1
REC01741,EMP01741,Consultancy,Pooja Sharma,45,3,40429,1
REC01742,EMP01742,Indeed,Suresh Pillai,56,1,9509,1
REC01743,EMP01743,LinkedIn,Meenakshi Iyer,29,4,13929,1
REC01744,EMP01744,Employee Referral,Suresh Pillai,49,4,5365,0
REC01745,EMP01745,Indeed,Vikash Gupta,7,1,17978,1
REC01746,EMP01746,Employee Referral,Pooja Sharma,43,5,3932,1
REC01747,EMP01747,Employee Referral,Suresh Pillai,32,2,6352,1
REC01748,EMP01748,LinkedIn,Pooja Sharma,19,2,11501,1
REC01749,EMP01749,LinkedIn,Tanu Kapoor,55,2,14950,1
REC01750,EMP01750,Employee Referral,Tanu Kapoor,57,4,8936,1
REC01751,EMP01751,Consultancy,Meenakshi Iyer,38,2,74459,0
REC01752,EMP01752,Consultancy,Tanu Kapoor,53,4,63291,1
REC01753,EMP01753,Consultancy,Amit Joshi,18,2,59275,1
REC01754,EMP01754,Employee Referral,Rajan Mehta,28,4,7028,1
REC01755,EMP01755,Indeed,Rajan Mehta,25,2,5078,0
REC01756,EMP01756,Campus Hiring,Meenakshi Iyer,31,5,10866,1
REC01757,EMP01757,Naukri,Vikash Gupta,13,2,17019,1
REC01758,EMP01758,Employee Referral,Vikash Gupta,25,5,4832,1
REC01759,EMP01759,Naukri,Meenakshi Iyer,43,4,11151,1
REC01760,EMP01760,LinkedIn,Suresh Pillai,12,2,13723,1
REC01761,EMP01761,Consultancy,Sunita Arora,60,1,42047,0
REC01762,EMP01762,Naukri,Meenakshi Iyer,18,2,15650,1
REC01763,EMP01763,Naukri,Pooja Sharma,11,3,13042,1
REC01764,EMP01764,Consultancy,Amit Joshi,47,2,43371,1
REC01765,EMP01765,Campus Hiring,Tanu Kapoor,40,5,13616,1
REC01766,EMP01766,LinkedIn,Pooja Sharma,31,5,15498,1
REC01767,EMP01767,Indeed,Vikash Gupta,16,5,5024,1
REC01768,EMP01768,Consultancy,Vikash Gupta,30,3,67288,1
REC01769,EMP01769,LinkedIn,Vikash Gupta,20,4,8557,1
REC01770,EMP01770,Indeed,Pradeep Nair,22,1,17262,0
REC01771,EMP01771,Naukri,Pooja Sharma,26,5,11441,1
REC01772,EMP01772,Campus Hiring,Meenakshi Iyer,57,3,8713,1
REC01773,EMP01773,Naukri,Vikash Gupta,46,5,12098,1
REC01774,EMP01774,Employee Referral,Pooja Sharma,48,4,3911,1
REC01775,EMP01775,Indeed,Pradeep Nair,12,3,5874,1
REC01776,EMP01776,Campus Hiring,Vikash Gupta,30,2,6681,0
REC01777,EMP01777,LinkedIn,Pradeep Nair,55,3,20667,1
REC01778,EMP01778,Indeed,Sunita Arora,31,5,6649,0
REC01779,EMP01779,Indeed,Tanu Kapoor,46,2,16577,1
REC01780,EMP01780,Indeed,Suresh Pillai,8,4,5688,1
REC01781,EMP01781,Campus Hiring,Meenakshi Iyer,13,4,5867,1
REC01782,EMP01782,Consultancy,Sunita Arora,26,4,41429,1
REC01783,EMP01783,Employee Referral,Pradeep Nair,40,1,7281,1
REC01784,EMP01784,LinkedIn,Pooja Sharma,34,5,13543,1
REC01785,EMP01785,Campus Hiring,Amit Joshi,16,5,10649,1
REC01786,EMP01786,Employee Referral,Sunita Arora,41,2,3113,1
REC01787,EMP01787,LinkedIn,Amit Joshi,26,3,15787,1
REC01788,EMP01788,Indeed,Amit Joshi,9,3,12670,1
REC01789,EMP01789,Indeed,Suresh Pillai,53,2,9591,0
REC01790,EMP01790,Naukri,Pooja Sharma,32,2,12663,1
REC01791,EMP01791,Indeed,Pooja Sharma,43,2,12399,1
REC01792,EMP01792,LinkedIn,Pradeep Nair,23,2,19424,1
REC01793,EMP01793,LinkedIn,Suresh Pillai,24,4,11003,1
REC01794,EMP01794,Employee Referral,Suresh Pillai,8,2,4808,1
REC01795,EMP01795,Naukri,Amit Joshi,23,3,10914,1
REC01796,EMP01796,Employee Referral,Vikash Gupta,49,2,9480,1
REC01797,EMP01797,LinkedIn,Tanu Kapoor,57,5,12165,1
REC01798,EMP01798,LinkedIn,Vikash Gupta,45,3,13085,1
REC01799,EMP01799,Indeed,Rajan Mehta,18,4,8702,1
REC01800,EMP01800,Indeed,Sunita Arora,15,5,14062,1
REC01801,EMP01801,Naukri,Tanu Kapoor,46,4,13900,1
REC01802,EMP01802,LinkedIn,Pooja Sharma,21,4,16416,1
REC01803,EMP01803,Naukri,Meenakshi Iyer,49,5,18910,1
REC01804,EMP01804,LinkedIn,Vikash Gupta,32,5,12373,0
REC01805,EMP01805,Naukri,Suresh Pillai,23,1,15448,0
REC01806,EMP01806,LinkedIn,Tanu Kapoor,13,5,9923,1
REC01807,EMP01807,LinkedIn,Suresh Pillai,21,4,11540,1
REC01808,EMP01808,Employee Referral,Meenakshi Iyer,21,1,6028,1
REC01809,EMP01809,Employee Referral,Pradeep Nair,7,4,7195,1
REC01810,EMP01810,Indeed,Vikash Gupta,27,5,10297,1
REC01811,EMP01811,Campus Hiring,Pradeep Nair,39,2,6594,1
REC01812,EMP01812,LinkedIn,Vikash Gupta,26,5,12936,1
REC01813,EMP01813,LinkedIn,Sunita Arora,41,2,8646,1
REC01814,EMP01814,Indeed,Pooja Sharma,24,3,10658,1
REC01815,EMP01815,Naukri,Pradeep Nair,38,2,15997,1
REC01816,EMP01816,Consultancy,Amit Joshi,54,5,56558,1
REC01817,EMP01817,LinkedIn,Pooja Sharma,37,2,23515,1
REC01818,EMP01818,Consultancy,Tanu Kapoor,45,3,31424,1
REC01819,EMP01819,Employee Referral,Sunita Arora,59,2,5901,1
REC01820,EMP01820,LinkedIn,Rajan Mehta,10,4,11448,0
REC01821,EMP01821,Naukri,Rajan Mehta,35,4,14334,1
REC01822,EMP01822,Indeed,Suresh Pillai,22,5,6650,1
REC01823,EMP01823,Naukri,Sunita Arora,35,4,13325,1
REC01824,EMP01824,LinkedIn,Pooja Sharma,44,4,12804,1
REC01825,EMP01825,Naukri,Pradeep Nair,45,5,13715,0
REC01826,EMP01826,Indeed,Meenakshi Iyer,49,5,13217,1
REC01827,EMP01827,Campus Hiring,Pradeep Nair,23,1,10474,1
REC01828,EMP01828,Naukri,Pooja Sharma,7,4,14431,1
REC01829,EMP01829,Naukri,Amit Joshi,56,5,7391,1
REC01830,EMP01830,LinkedIn,Kavya Reddy,34,2,9516,0
REC01831,EMP01831,Consultancy,Kavya Reddy,35,3,69485,0
REC01832,EMP01832,Indeed,Meenakshi Iyer,16,2,5267,1
REC01833,EMP01833,Naukri,Pradeep Nair,20,4,19666,1
REC01834,EMP01834,LinkedIn,Meenakshi Iyer,55,3,17890,1
REC01835,EMP01835,Consultancy,Pradeep Nair,23,3,61157,1
REC01836,EMP01836,LinkedIn,Kavya Reddy,35,5,19572,1
REC01837,EMP01837,LinkedIn,Meenakshi Iyer,49,2,20806,0
REC01838,EMP01838,Campus Hiring,Meenakshi Iyer,31,1,6331,1
REC01839,EMP01839,Indeed,Sunita Arora,34,3,12988,1
REC01840,EMP01840,LinkedIn,Rajan Mehta,37,5,18517,1
REC01841,EMP01841,Campus Hiring,Amit Joshi,13,3,14318,1
REC01842,EMP01842,LinkedIn,Pooja Sharma,57,2,12036,1
REC01843,EMP01843,Naukri,Meenakshi Iyer,10,1,18047,1
REC01844,EMP01844,Indeed,Pooja Sharma,54,5,6015,1
REC01845,EMP01845,Indeed,Meenakshi Iyer,38,1,9152,1
REC01846,EMP01846,Indeed,Sunita Arora,37,1,11141,1
REC01847,EMP01847,Naukri,Pradeep Nair,24,1,6661,1
REC01848,EMP01848,Consultancy,Kavya Reddy,57,5,51174,1
REC01849,EMP01849,Naukri,Rajan Mehta,25,3,11967,1
REC01850,EMP01850,Indeed,Sunita Arora,23,2,7635,1
REC01851,EMP01851,Consultancy,Pooja Sharma,21,1,44850,1
REC01852,EMP01852,Indeed,Meenakshi Iyer,36,2,13497,1
REC01853,EMP01853,Naukri,Rajan Mehta,57,3,16524,1
REC01854,EMP01854,Naukri,Amit Joshi,53,1,6532,1
REC01855,EMP01855,Naukri,Tanu Kapoor,13,4,19141,1
REC01856,EMP01856,Indeed,Tanu Kapoor,55,4,10637,1
REC01857,EMP01857,Indeed,Pooja Sharma,34,3,16106,0
REC01858,EMP01858,LinkedIn,Suresh Pillai,44,5,18572,1
REC01859,EMP01859,LinkedIn,Sunita Arora,47,2,24023,1
REC01860,EMP01860,Indeed,Vikash Gupta,44,1,5022,1
REC01861,EMP01861,Naukri,Vikash Gupta,33,3,15461,1
REC01862,EMP01862,Indeed,Pooja Sharma,20,1,10609,0
REC01863,EMP01863,Employee Referral,Tanu Kapoor,19,2,5539,1
REC01864,EMP01864,LinkedIn,Pradeep Nair,42,1,14333,1
REC01865,EMP01865,Naukri,Kavya Reddy,56,5,10499,1
REC01866,EMP01866,Indeed,Sunita Arora,40,1,5647,0
REC01867,EMP01867,Consultancy,Suresh Pillai,33,2,62936,1
REC01868,EMP01868,Indeed,Vikash Gupta,17,1,6412,1
REC01869,EMP01869,Employee Referral,Amit Joshi,33,1,4200,1
REC01870,EMP01870,Campus Hiring,Meenakshi Iyer,29,4,10558,1
REC01871,EMP01871,Naukri,Amit Joshi,11,1,9738,1
REC01872,EMP01872,Naukri,Pradeep Nair,10,4,6156,1
REC01873,EMP01873,Naukri,Vikash Gupta,21,1,10129,0
REC01874,EMP01874,Employee Referral,Amit Joshi,15,3,9765,1
REC01875,EMP01875,Indeed,Rajan Mehta,59,4,17147,1
REC01876,EMP01876,Indeed,Vikash Gupta,46,2,15755,1
REC01877,EMP01877,Naukri,Pradeep Nair,7,2,7361,0
REC01878,EMP01878,LinkedIn,Kavya Reddy,9,1,24099,1
REC01879,EMP01879,LinkedIn,Vikash Gupta,9,1,23216,1
REC01880,EMP01880,LinkedIn,Sunita Arora,53,3,12158,1
REC01881,EMP01881,Consultancy,Kavya Reddy,7,5,47183,1
REC01882,EMP01882,Naukri,Vikash Gupta,58,3,7429,1
